Vector,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,y
200,18.22742475,2.173913043,0,1.672240803,6.52173913,0,0,3.846153846,0.25083612,2.926421405,0,0,6.939799331,4.347826087,1.421404682,4.347826087,0,0,0,0,2.842809365,1.003344482,0,11.20401338,0,2.173913043,0,1
201,1.46738219,0,0,0.737883616,3.70618816,0,0,1.517692437,0.746268657,8.250880429,2.230420929,0.737883616,7.529766896,0.033540164,5.265805802,0.746268657,2.23880597,1.878249203,0,4.47761194,7.814858293,3.345631394,0,3.773268489,0,0,0,1
202,11.86046512,1.325581395,0,1.325581395,0.976744186,0,0,5,0.162790698,1.023255814,0,1.162790698,1.441860465,3,6.627906977,0,2,0.837209302,1.162790698,1.162790698,7.953488372,0.186046512,0,0.604651163,0,0,0,1
203,8.280718796,0,1.408450704,2.501214182,1.092763477,0,0,3.448275862,0,12.70033997,0,0,1.238465274,2.816901408,3.278290432,2.816901408,0,2.355512385,0,0,16.77999029,9.227780476,0,2.622632346,0,0,0,1
204,2.200803213,0,0,1.204819277,2.795180723,0,0,3.614457831,6.024096386,1.718875502,0,2.409638554,3.084337349,0.128514056,1.156626506,0,1.204819277,1.46184739,0,0,2.97188755,0.128514056,1.204819277,10.36144578,0,0,0,1
205,1.517273576,1.587301587,0,7.352941176,4.948646125,0,0,4.411764706,0.233426704,0.116713352,0,0,3.174603175,1.587301587,0.816993464,1.587301587,0,4.878618114,0,1.587301587,2.707749767,1.867413632,0,0.466853408,0,0,0,1
206,5.796252927,7.289227166,0,0,7.43559719,0,0,4.478922717,1.785714286,13.29039813,0,3.278688525,4.156908665,2.693208431,1.492974239,7.142857143,1.785714286,4.918032787,3.571428571,1.639344262,2.546838407,0.146370023,0,4.771662763,0,0,0,1
207,0.232794995,1.49861778,0,0,0.451040303,0,0,0.232794995,1.49861778,2.764440565,0,0,6.081769242,0,1.949658082,1.847810272,1.265822785,0.916630292,0.116397497,4.597701149,4.815946457,2.327949949,0,7.027498909,0,0,0,1
208,1.020215379,0,0,0.207821651,2.550538447,0,0,0.35896467,1.44530512,2.985074627,0.632911392,0,1.700358965,5.356130739,0.179482335,0,0.113357264,0.519554128,2.304931041,1.672019649,6.470810504,0.443982619,0,2.966181749,0,0,0,1
209,2.324752828,0,0,0,0.374098156,0,0,1.995190167,2.966063953,12.68370892,0,2.912621359,9.129776432,0.543333036,0.213770375,2.966063953,1.077758974,0.053442594,0,2.04863276,3.07294914,0.908524094,0,3.179834328,0,2.912621359,0,1
21,5.162423178,4.073748903,0,0,2.352941176,0,0,1.176470588,1.808604039,14.15276558,1.176470588,0,8.832309043,2.071992976,0.860403863,0,1.176470588,2.036874451,0,1.492537313,8.18261633,2.352941176,0,1.492537313,0,0,0,1
210,11.20071685,0,0,2.777777778,0,0,0,3.673835125,3.225806452,11.46953405,2.777777778,1.88172043,3.673835125,0,5.107526882,0,2.777777778,3.76344086,0,0,3.225806452,2.329749104,0,7.347670251,0,0,0,1
211,0.554861978,2.968511583,0,2.580108198,2.850603412,0,0,4.875849632,1.747815231,0.166458593,2.247191011,0.617283951,4.501317797,6.131224858,1.290054099,0.506311555,0.221944791,0.110972396,2.02524622,4.764877237,2.587043973,3.717575253,0.672770148,1.789429879,0,0,0,1
212,2.179598954,0,0,3.843359489,0.762859634,0,0,4.889566986,0,5.688753269,0.712002325,0.806451613,0.94449288,4.26474862,0.47224644,0,1.612903226,3.843359489,2.179598954,0.283347864,2.942458588,2.666376053,0,6.066550421,0,0,0,1
213,3.244785167,0,0,0.142627919,1.123194865,0,0,0.142627919,0,15.59992869,0,0,0.320912819,0.142627919,7.34533785,0,0,0.285255839,1.265822785,0,4.79586379,2.53164557,0,2.692101979,0,1.408450704,0,1
214,0.408769974,1.374953549,0,0,5.239687848,0,0,2.898550725,1.709401709,2.192493497,0,0,4.050538833,4.979561501,1.189149015,3.939056113,0.854700855,1.114827202,2.564102564,1.709401709,3.493125232,3.716090673,0,5.536975102,0,0,0,1
215,1.992698509,0.996349255,0,0,1.194097962,0,0,1.315789474,0.737754792,7.974596897,0.578034682,0.079860055,0.714937633,6.940219045,3.646942501,0.817614846,0,1.555369638,0.737754792,0,1.551566778,7.134164892,1.076209309,1.273958016,0,0,0,1
216,3.440586174,0,0,0.955718382,7.518317936,0,0,0.828289264,0.54157375,2.819369226,2.739726027,1.369863014,2.660082829,3.281299777,2.198152278,1.57693533,1.162790698,3.360942975,0,0.955718382,0.876075183,2.198152278,0,2.58043963,0,0,0,1
217,4.755244755,3.636363636,0,3.076923077,3.076923077,0,0,2.797202797,0,2.097902098,1.258741259,1.818181818,5.314685315,1.818181818,4.055944056,0,1.818181818,2.097902098,1.818181818,1.538461538,2.237762238,14.40559441,0,13.42657343,0,0,0,1
218,3.582368958,0,0,0.655207624,10.12593601,0,0,1.11470388,1.616746086,1.19128659,0.884955752,0.961538462,7.649761743,1.11470388,4.382232811,0.884955752,0.961538462,1.038121171,0.153165419,0,2.459155888,0.884955752,0,0.263784888,0,2.654867257,0,1
219,10.23433764,0,0,0,2.008608321,0,0,0,0.956480153,4.830224773,0,0,7.843137255,0.526064084,6.886657102,2.43902439,0,3.443328551,0,0.956480153,0.956480153,3.778096604,0,3.443328551,0,0,0,1
22,2.391304348,0.217391304,0,3.768115942,2.826086957,0,0,1.666666667,1.449275362,16.30434783,0,0,7.391304348,1.884057971,0.434782609,2.898550725,0,2.898550725,1.666666667,0,4.927536232,0.217391304,0,6.15942029,0,0,0,1
220,1.683006536,0,0,1.176470588,0.424836601,0,0,5.555555556,0,1.715686275,0,1.388888889,2.467320261,1.176470588,3.104575163,0.212418301,1.60130719,7.581699346,2.352941176,0,1.830065359,7.075163399,0,2.450980392,0,0,0,1
221,1.547137073,0,0,0,11.65413534,0,0,1.547137073,0,0.419317525,0,1.098901099,3.499132447,4.395604396,4.164256796,1.315789474,1.098901099,1.098901099,0,1.098901099,7.663389242,6.072874494,0,2.602660497,0,2.197802198,0,1
222,5.440024111,2.606992164,1.19047619,0,3.270042194,0,0,2.53164557,2.53164557,0.376732972,1.265822785,0.075346594,1.913803496,0,12.64315853,2.606992164,0,3.420735383,2.380952381,1.19047619,3.119349005,2.53164557,0,9.162145871,0,0,0,1
223,2.580314422,0,0,0.0683527,5.00683527,0,0,5.160628845,1.298701299,1.298701299,3.896103896,1.298701299,0.17088175,3.947368421,1.332877649,2.665755297,0.03417635,6.613123718,0.0683527,2.580314422,0.017088175,1.555023923,1.349965824,5.297334245,0,0,0,1
224,4.027576197,0,0,1.923076923,0.03628447,0,0,1.959361393,0,0.253991292,1.886792453,1.886792453,0.181422351,0.03628447,1.814223512,1.923076923,0,3.773584906,0,3.773584906,1.741654572,0.507982583,0,4.027576197,0,0,0,1
225,7.700366684,0,0,2.165182469,6.303474769,0,0,4.347826087,1.449275362,4.365287236,0,1.449275362,4.522437576,4.819277108,2.444560852,2.409638554,0,3.125545661,0,3.14300681,1.920726384,0.977824341,0,2.182643618,0,0,0,1
226,4.616240267,0,0,0.111234705,1.390433815,0,0,3.003337041,0,2.947719689,1.612903226,1.612903226,2.169076752,3.559510567,4.393770857,0,0,1.724137931,1.724137931,0,2.280311457,2.280311457,0,5.728587319,0,0,0,1
227,2.015677492,0,0,1.030235162,4.389697648,0,0,1.019036954,0,6.394176932,2.09406495,2.127659574,2.295632699,0.011198208,4.0537514,0,1.086226204,2.082866741,0,0,4.188129899,3.191489362,0,3.012318029,0,0,0,1
228,5.501930502,0,0,0.916988417,3.61969112,0,0,5.405405405,2.702702703,7.963320463,0,0,1.496138996,0,1.254826255,0.434362934,0,0.916988417,0,1.351351351,2.171814672,4.971042471,0,11.48648649,0,3.571428571,0,1
229,1.209024056,0,0,1.209024056,0.056088745,0,0,1.788607753,0.523494952,2.779508912,0.162034152,0.704225352,3.483734264,2.093979808,4.387386264,0,0,2.312102705,0.523494952,0,5.870621962,6.992396859,0,0.056088745,0,0,0,1
23,1.26692879,2.857142857,0.917431193,1.26692879,3.390126693,0,0,6.317169069,0.069899519,1.415465269,2.857142857,1.022280472,5.00655308,1.19702927,1.485364788,0.882481433,0.917431193,0.882481433,0,3.844473569,1.057230232,4.517256444,0,0.279598078,0,0,0,1
230,1.631701632,0,0.699300699,0.777000777,7.148407148,0,0,3.03030303,3.496503497,2.564102564,0,0,2.253302253,4.584304584,4.73970474,0.155400155,0.155400155,0.543900544,1.243201243,1.709401709,2.797202797,6.060606061,0,1.787101787,0,0,0,1
231,3.34903192,0,0,0.758765044,3.34903192,0,0,5.860805861,0,16.24803768,0,0.523286238,3.793825222,4.081632653,0.732600733,0,4.081632653,2.040816327,0,0,3.296703297,7.24751439,0,6.070120356,0,0,0,1
232,1.742354032,0.871177016,0,5.616311399,0.593141798,0,0,3.410565338,2.205746061,6.41334569,0,0,2.483781279,2.075996293,2.539388323,0,0.333642261,1.742354032,0.203892493,0.871177016,10.91751622,0,1.204819277,1.000926784,0,0,0,1
233,1.005562687,1.497646555,0,2.118100128,4.557124519,0,0,0.941377835,1.262302097,1.925545571,1.005562687,0.748823278,4.920838682,2.332049636,1.775780916,6.20453573,0.192554557,0.941377835,0.128369705,2.118100128,3.829696192,1.561831408,0.877192982,1.048352589,0,0,0,1
234,0.20280236,0,0,0.626843658,0.672935103,0,0,2.866887906,3.539823009,1.668510324,0,0.728244838,0.875737463,1.61320059,3.438421829,1.769911504,0.313421829,2.396755162,0.313421829,2.341445428,2.608775811,2.756268437,0,0.267330383,0,0,0,1
235,4.412296564,0,0,1.265822785,0.325497288,0,0,12.40506329,0,0.777576854,0,0,1.392405063,1.103074141,11.91681736,0,1.265822785,2.53164557,1.265822785,1.265822785,0.524412297,0.976491863,0,10.86799277,0,0,0,1
236,0.34358047,0.122965642,0,2.506329114,3.077757685,0,0,0.817359855,0.817359855,0.896925859,0.571428571,0.325497288,1.179023508,1.142857143,2.119349005,2.654611212,0.386980108,0.386980108,6.575045208,0.878842676,2.242314647,1.222423146,0,4.535262206,0,0,0,1
237,3.224699828,0,0,5.660377358,1.749571184,0,1.886792453,0.137221269,0,9.090909091,0,0,7.547169811,1.886792453,4.905660377,1.818181818,0,1.955403087,1.886792453,0,0.137221269,6.174957118,0,5.866209262,0,0,0,1
238,3.762254902,0.134803922,0,0,0.539215686,0,0,2.083333333,2.928921569,2.855392157,0,3.161764706,1.348039216,0.575980392,4.068627451,4.031862745,3.125,1.176470588,0,2.990196078,4.105392157,0.134803922,0,0.674019608,0,0,0,1
239,3.543365456,4.595997035,0,0.711638251,0.340993328,0,0,1.749444033,0.370644922,7.753891772,0,2.105263158,1.779095626,1.393624907,1.719792439,2.090437361,3.157894737,1.052631579,0,1.408450704,5.663454411,4.877687176,0,7.338769459,0,0,0,1
24,5.555555556,0,0,0,0,0,0,0,0,25,0,0,15,0,14.44444444,5.555555556,0,4.444444444,0,0,25,0.555555556,0,16.66666667,0,5.555555556,0,1
240,5.05942275,3.135257499,0,0.022637238,1.233729485,0,0,0.022637238,0.090548953,2.931522354,0,0,0.407470289,0.022637238,3.271080928,2.105263158,2.150537634,2.195812111,1.097906055,2.105263158,1.924165252,1.256366723,0,7.594793435,0,2.105263158,0,1
241,3.333333333,2.631578947,0,7.543859649,5.087719298,0,0,2.631578947,3.333333333,8.245614035,3.333333333,0,2.631578947,0,4.210526316,0,0,3.333333333,0,0,10.52631579,7.192982456,0,2.631578947,0,0,0,1
242,5.882352941,5.882352941,0,0,2.941176471,0,0,2.941176471,2.941176471,5.882352941,0,0,0,2.941176471,5.882352941,0,0,2.941176471,2.941176471,2.941176471,5.882352941,0,0,2.941176471,0,0,0,1
243,2,0,0,0.980392157,9.235294118,0,0,0.137254902,1.960784314,7.078431373,1,0.019607843,0.862745098,0,0.019607843,0,2.039215686,1.039215686,2.058823529,3.862745098,2.078431373,1.333333333,0,0.058823529,0,1.960784314,0,1
244,4.726890756,0.105042017,0,2.205882353,6.827731092,0,0,1.785714286,0,0.31512605,0.945378151,0.840336134,7.56302521,3.361344538,1.995798319,0,0,3.361344538,0.735294118,0,0.630252101,6.827731092,0.840336134,0.210084034,0,0,0,1
245,3.860342556,0.368906456,0,2.187088274,0.592885375,0,0,0.909090909,0,11.22529644,0.909090909,0,1.133069829,1.791831357,0.171277997,1.277997365,3.636363636,2.529644269,3.636363636,1.989459816,5.942028986,6.930171278,0,1.791831357,0,0,0,1
246,1.802528921,1.587301587,0,1.802528921,0.215227334,0,0,0.322841001,0,2.744148507,0,3.605057842,0.941619586,1.694915254,4.654291095,0.322841001,1.694915254,1.47968792,0,1.694915254,0.941619586,7.963411353,0,8.770513855,0,0,0,1
247,1.886792453,0,0,1.886792453,7.547169811,0,0,1.886792453,0,6.603773585,0.943396226,1.886792453,0.943396226,5.660377358,8.490566038,0.943396226,1.886792453,0,0.943396226,0,0,5.660377358,0,5.660377358,0,0,0,1
248,6.706408346,0,1.818181818,0.178837556,3.815201192,0,0,1.639344262,3.278688525,0.357675112,3.278688525,3.636363636,1.967213115,3.099850969,3.845007452,0,1.818181818,3.099850969,0,0,4.918032787,6.348733234,0,3.48733234,0,0,0,1
249,6.571087216,2.469135802,0,0.159299084,4.261250498,0,0,2.787733971,1.672640382,16.88570291,2.469135802,0.159299084,7.487056949,0.756670649,11.58900836,1.234567901,0,1.234567901,0,1.075268817,0.438072481,4.141776185,0,6.212664277,0,0,0,1
25,2.083333333,1.19047619,0,0,1.93452381,0,0,0,0,9.895833333,0,0,5.05952381,3.645833333,2.827380952,0,1.19047619,2.380952381,1.5625,0,1.264880952,1.860119048,0,4.389880952,0,0,0,1
250,3.746031746,0,0,1.333333333,1.333333333,0,0,0,0,5.968253968,0,0,3.238095238,1.333333333,0.063492063,1.587301587,0,1.079365079,0,0,14.73015873,3.746031746,0,5.396825397,0,0,0,1
251,2.84457478,0,0,9.472140762,4.604105572,0,0,0.205278592,3.020527859,19.20821114,0,0,8.064516129,0,2.639296188,0,1.612903226,4.838709677,2.228739003,0,3.020527859,7.507331378,0,0,0,0,0,1
252,0.341463415,1.219512195,0,0.219512195,0,0,0,0,3.87804878,5.756097561,0,0.219512195,5.731707317,3,4.634146341,0,1,0.097560976,0,1.780487805,1.853658537,0.56097561,1,4.463414634,0,0,0,1
253,0.490196078,0,0,0,0.588235294,0,0,3.921568627,6.37254902,13.7254902,1.666666667,3.333333333,8.529411765,1.960784314,4.411764706,1.666666667,0.294117647,1.078431373,1.960784314,1.37254902,0.098039216,1.666666667,0,9.019607843,0,0,0,1
254,2.769519637,0,0,8.339852918,0.56329213,0,0,3.52057581,0.187764043,0.281646065,3.989985918,3.426693788,0.938820216,2.409638554,2.95728368,0,2.597402597,3.989985918,0,0,7.150680645,1.204819277,0,4.928806134,0,0,0,1
255,0.616921269,3.378378378,0,3.437132785,6.727379553,0,0,2.967097532,2.32079906,3.084606345,0.26439483,0,3.437132785,3.760282021,3.231492362,0.528789659,0.146886016,2.58519389,0.117508813,1.351351351,1.733254994,2.820211516,0,5.199764982,0,0,0,1
256,1.833677686,0,0,0.304752066,0.077479339,0,0,0.48553719,0.625,1.430785124,0.423553719,0,0.263429752,1.895661157,2.458677686,0,0.222107438,2.923553719,0.222107438,1.069214876,0.686983471,2.598140496,0,0.723140496,0,0,0,1
257,0.935608145,0,2.53164557,4.879838562,8.163639699,0,0,0.73381031,0,10.12658228,0,1.265822785,2.549990827,1.082370207,3.815813612,1.265822785,1.265822785,4.696385984,0,2.53164557,4.898183819,4.182718767,0,4.366171345,0,0,0,1
258,0.297619048,3.571428571,0,2.529761905,1.19047619,0,0,1.636904762,0.148809524,2.976190476,1.19047619,2.380952381,0.595238095,1.93452381,4.464285714,0,0,0.297619048,0,4.017857143,4.910714286,2.976190476,0,1.19047619,0,0,0,1
259,4.136622391,0.101201771,0,0,2.454142948,0,0,2.65654649,0,0.265654649,0,0,4.022770398,5.844402277,3.693864643,1.176470588,0,0,0,0,0.468058191,2.049335863,0,5.819101834,0,0,0,1
26,0.535714286,0,0,6.25,3.392857143,0,0,3.392857143,0,18.69047619,0,0,2.857142857,2.083333333,0.773809524,0,0,6.25,0,0,7.321428571,3.035714286,0,3.869047619,0,0,0,1
260,1.575291491,0,0,3.311833292,1.730339866,0,0,2.294715951,0,4.452989333,0.28528901,7.324485239,12.96824609,2.449764326,2.288514016,0.28528901,3.448275862,1.296204416,0.576779955,1.438848921,2.431158521,1.866782436,0,2.480774001,0,0,0,1
261,0.119047619,1.904761905,0,3.571428571,1.071428571,0,1.666666667,1.30952381,9.642857143,18.45238095,0,0,2.976190476,7.619047619,2.857142857,5.595238095,0,5.595238095,6.666666667,0,0,3.333333333,0,1.904761905,0,0,0,1
262,5.669599218,1.612903226,1.515151515,3.323558162,2.443792766,0,0,6.451612903,3.225806452,0.195503421,0,1.710654936,4.349951124,0.391006843,4.349951124,3.225806452,1.515151515,0,4.936461388,0,3.176930596,5.865102639,0,3.812316716,0,0,0,1
263,6.337733082,0.900900901,0,3.834066625,1.215168657,0,0,3.07982401,1.162790698,0.754242615,3.603603604,1.801801802,3.163628745,1.801801802,1.686570291,1.162790698,0,0.754242615,0.523779594,6.04441651,5.813953488,5.845380264,0,3.257909072,0,1.162790698,0,1
264,3.599099099,0.45045045,0.04954955,0.09009009,1.761261261,0,0,0.959459459,1.396396396,3.707207207,1.702702703,0.099099099,4.743243243,2.396396396,3.243243243,0.54954955,0.752252252,1.252252252,1.004504505,1.153153153,2.243243243,4.459459459,0,1.207207207,0,0,0,1
265,8.673250322,1.459854015,0,0.686990125,2.957277802,0,0,1.497423787,1.475955346,8.002361529,1.475955346,0,5.925289824,0.740661228,4.460068699,0.724559897,0,2.216616574,0.010734221,2.946543581,4.352726492,3.821382568,0,2.168312581,0,1.459854015,0,1
266,2.128565347,0,0,2.298850575,0.808854832,0,0,1.234567901,0,5.406555981,0,2.298850575,2.426564496,0.340570456,3.405704555,0,2.63942103,1.915708812,0.085142614,1.149425287,0.595998297,0.638569604,0,6.939123031,0,0,0,1
267,1.818181818,3.636363636,0,0,0,0,0,1.666666667,3.333333333,15.15151515,0.151515152,1.515151515,17.57575758,3.636363636,6.212121212,0,3.636363636,1.818181818,2.121212121,0,3.787878788,0.757575758,1.666666667,0.909090909,0,0,0,1
268,6.451612903,5.769230769,0,3.225806452,0,0,0,9.615384615,6.389578164,2.481389578,0,0,5.210918114,0.620347395,1.985111663,0,0,1.240694789,0,0,0.620347395,14.95037221,0,3.163771712,0,1.923076923,0,1
269,0.37498326,0.877192982,0.877192982,0.227668408,4.031070042,0,0,0.72987813,1.526717557,11.09548681,0.877192982,0.421856167,4.43283782,0.455336815,1.446364002,1.526717557,0.877192982,0.535690371,0,1.185214946,0.910673631,3.441810633,0,9.126824695,0,0.877192982,0,1
27,3.293807642,0,0,0.2036172,1.425320398,0,0,5.569529285,0,8.707629656,0,0.826446281,8.875314409,1.449275362,1.676847527,0.826446281,0,2.694933525,1.030063481,1.652892562,6.635525213,2.287699126,0,0.251527129,0,0,0,1
270,4.301075269,2.197802198,0,0,1.217062507,0,0,0,13.18681319,3.556658395,2.221434479,0.023632282,13.76580409,2.150537634,9.535625665,1.075268817,3.320335578,0.070896845,2.126905353,7.810469101,2.965851353,0.070896845,1.098901099,1.146165662,0,0,0,1
271,3.101178101,0,0.675675676,3.395703396,2.252252252,0,0.71032571,0.571725572,1.143451143,9.372834373,0,0,2.182952183,2.252252252,0.883575884,2.841302841,1.386001386,1.48995149,1.247401247,4.158004158,4.643104643,1.48995149,0,2.737352737,0,0,0,1
272,2.605459057,1.612903226,0,0.310173697,1.612903226,0,0,1.240694789,1.612903226,0.868486352,0,1.923076923,11.10421836,6.451612903,0.372208437,3.225806452,0,1.240694789,1.923076923,1.923076923,0.992555831,4.838709677,0,2.791563275,0,0,0,1
273,5.944055944,0,0,13.05361305,0,0,0,2.564102564,0,9.090909091,0,0,15.38461538,0,2.331002331,0,0,2.564102564,0,0,1.631701632,7.692307692,0,3.37995338,0,2.564102564,0,1
274,5.484330484,0,0,0.56980057,13.67521368,0,0,0.071225071,0,13.6039886,0,0,1.851851852,0,1.424501425,0,0,3.632478632,0,0,14.1025641,0.284900285,0,1.780626781,0,0.071225071,0,1
275,1.971757663,1.652892562,0,2.088891781,6.683152209,0,0,1.691937268,0.826446281,5.394676905,0.826446281,0,2.83724865,2.479338843,1.932712956,0.039044706,0,0.826446281,0,0.787401575,8.153836142,6.650614954,0,1.490206286,0,0,0,1
276,5.952380952,0,0,6.746031746,12.3015873,0,0,6.746031746,0,1.984126984,0,1.587301587,9.523809524,0,5.158730159,0,0,0,0,0,11.9047619,10.71428571,0,13.0952381,0,0,0,1
277,4.289044289,0.909090909,0,0,6.083916084,0,0,4.848484848,0,0.046620047,2.564102564,1.282051282,4.289044289,2.727272727,2.470862471,0,1.282051282,0.372960373,0,0,4.708624709,0.233100233,0,3.146853147,0,0,0,1
278,2.882141019,0,1.492537313,1.029336078,7.797220793,0,0,5.970149254,0,3.808543489,1.492537313,0,6.999485332,1.029336078,2.650540401,0,1.492537313,5.404014411,0,1.955738549,2.418939784,4.60627895,0,3.576942872,0,0,0,1
279,2.953296703,2.678571429,0,0.206043956,1.304945055,0,0,2.472527473,0,2.541208791,0.892857143,0.618131868,11.95054945,0.961538462,0.618131868,0,0.206043956,2.678571429,3.64010989,5.631868132,3.502747253,1.236263736,0,1.373626374,0,0,0,1
28,1.802451334,3.839221341,0,0.05407354,2.847873107,0,0,1.369863014,0.937274694,2.739726027,0,0,0.558759913,0.43258832,4.884643115,1.315789474,0,1.369863014,0,2.739726027,1.964671954,0,0,3.785147801,0,0,0,1
280,0.848214286,0.044642857,0,1.294642857,1.889880952,0,0,2.098214286,1.294642857,0.729166667,1.383928571,3.303571429,3.005952381,0.119047619,0.788690476,0.818452381,1.339285714,4.255952381,1.860119048,1.458333333,3.06547619,2.276785714,0,0.982142857,0,0,0,1
281,0.117243867,0,0.694444444,1.235569986,2.867965368,0,0,1.632395382,0.604256854,0.207431457,0.73953824,1.163419913,3.210678211,3.048340548,2.840909091,0,0.649350649,0.82972583,0,0.649350649,2.236652237,0.73953824,0,3.264790765,0,0.649350649,0,1
282,1.826981246,0,0,7.7676951,2.952208106,0,0,0.762250454,1.536600121,12.63157895,1.149425287,0,2.298850575,1.149425287,2.117362371,1.246218996,0,0.193587417,0.762250454,4.113732607,2.867513612,1.161524501,0,3.641863279,0,0,0,1
283,13.21353066,0,0,0,4.651162791,0,0,2.378435518,0.052854123,7.135306554,2.272727273,0,4.22832981,2.21987315,2.21987315,0,0,2.325581395,0,2.378435518,2.061310782,2.378435518,0,4.915433404,0,0,0,1
284,0.039248008,0.67114094,1.342281879,1.821107579,4.756858589,0,0.584795322,3.288983084,0.086345618,0.584795322,0,0,1.801483575,1.562070725,1.821107579,0.412104086,2.013422819,0.930177793,1.581694729,0.604419326,4.399701715,0.643667334,0,0.19231524,0,0,0,1
285,5.024416712,4.253933804,0,2.040151926,2.322300597,0,1.030927835,1.931633207,1.052631579,10.678242,0,1.009224091,1.779706999,0,0.151926207,1.030927835,0,1.074335323,1.052631579,2.105263158,0.065111232,3.993488877,0,4.915897992,0,0,0,1
286,0,3.405405405,0,2.702702703,0.108108108,0,2,0,1.297297297,28.59459459,0,2,9.189189189,14.91891892,2.810810811,2,0,2.702702703,0,0,7.513513514,2.108108108,2.702702703,6.108108108,0,0,0,1
287,0.549450549,3.296703297,0,3.296703297,2.197802198,0,0,1.648351648,1.098901099,4.395604396,0,1.098901099,8.791208791,1.648351648,1.098901099,3.296703297,2.747252747,3.296703297,0,9.340659341,0,4.395604396,0,3.846153846,0,0,0,1
288,14.76851852,0,0,4.305555556,1.944444444,0,0,1.296296296,1.25,5.694444444,1.851851852,0.601851852,7.12962963,5.046296296,4.768518519,0,0.601851852,0.601851852,0,0,2.407407407,0,0,7.546296296,0,0,0,1
289,2.279888786,0,1.538461538,0.333642261,6.635773865,0,0,2.205746061,1.538461538,4.151992586,3.076923077,1.204819277,1.334569045,1.538461538,1.40871177,3.076923077,1.538461538,8.693234476,1.538461538,3.076923077,2.001853568,12.19647822,0,3.614457831,0,0,0,1
29,0,3.703703704,0,0,0,0,0,0,0,4.722222222,0,0,9.814814815,0,6.018518519,0,0,7.407407407,0,0,31.57407407,4.907407407,0,5,0,0,0,1
290,3.80952381,0,0,1.086956522,9.627329193,0,0,2.712215321,1.086956522,1.780538302,1.904761905,0,7.091097308,1.635610766,3.14699793,0.269151139,4.761904762,4.068322981,0,0,7.060041408,0.414078675,0,2.453416149,0,1.086956522,0,1
291,4.705882353,2.222222222,0,2.549019608,6.699346405,0,0,1.470588235,0,6.960784314,0,1.470588235,5.620915033,1.830065359,1.405228758,1.111111111,1.111111111,4.77124183,0,0,1.764705882,6.37254902,0,3.790849673,0,0,0,1
292,6.565656566,0,0,1.01010101,2.727272727,0,0,1.01010101,0,0.505050505,0,2.02020202,2.02020202,4.747474747,0.909090909,2.02020202,0.909090909,0.202020202,1.515151515,1.01010101,2.424242424,3.535353535,0,3.838383838,0,2.02020202,0,1
293,0.764881942,0.088681964,0,0,1.030927835,0,0,1.030927835,7.52688172,0.221704911,1.075268817,2.017514688,10.85245538,0.676199978,4.788826072,2.150537634,1.030927835,0.133022946,0,0,3.358829398,4.489524443,0,2.549606474,0,0,0,1
294,2.796709753,0,0,2.734038386,5.679592636,0,0,2.85938112,0,2.420681551,0.900900901,0,1.4257736,0.7128868,0.932236584,0,0.031335684,6.086956522,2.828045437,1.676459068,4.253819036,6.032119076,0,3.141402272,0,0,0,1
295,4.651162791,6.976744186,0,1.162790698,6.976744186,0,0,1.162790698,1.162790698,20.93023256,0,0,0,0,2.325581395,0,0,4.651162791,8.139534884,0,5.813953488,3.488372093,0,0,0,0,0,1
296,0.15015015,1.111111111,1.351351351,3.513513514,5.315315315,0,0,6.126126126,0.24024024,5.615615616,0,0,7.447447447,0.960960961,0.690690691,0,0,0.24024024,2.552552553,1.111111111,3.903903904,1.591591592,0,0.960960961,0,0,0,1
297,0.183286557,0.391393169,0.904977376,0.066823224,0.702598469,0,0,0.355117704,2.317811253,1.443381637,0.061095519,0.03054776,2.121160051,3.217060924,3.247608683,0,1.174179506,0.513584207,0.29974989,0.147011093,2.751207591,1.057716173,0.452488688,3.747828245,0,0,0,1
298,4.049295775,2.758215962,0,0,0.078247261,0,0,0.019561815,1.447574335,1.525821596,0.019561815,4.225352113,2.992957746,5.672926448,4.284037559,1.349765258,1.349765258,2.777777778,0,2.758215962,2.679968701,2.699530516,1.388888889,1.545383412,0,0,0,1
299,1.645091694,0.970873786,0,2.301330457,3.68572456,0,0,1.015821647,0,2.031643294,0,0,3.00251708,0.224739302,3.34412082,1.851851852,0,2.642934196,1.851851852,0.925925926,4.899316793,2.481121899,0,4.270046746,0,0,0,1
3,1.183206107,3.914940022,0,3.298800436,8.429661941,0,0,2.535441658,2.093784079,1.428571429,0,0.714285714,3.500545256,0.812431843,0.539803708,0,3.347873501,1.379498364,1.379498364,0.763358779,1.303162486,4.209378408,0,0.616139586,0,0,0,1
30,2.27027027,1.420849421,0,3.181467181,6.054054054,0,0,5.22007722,2.517374517,0.231660232,1.081081081,0,2.501930502,0.416988417,3.181467181,2.857142857,0.633204633,1.55984556,0.478764479,0.942084942,0.67953668,1.868725869,0.571428571,4.432432432,0,0,0,1
300,3.234358431,4.87804878,0,4.347826087,12.4602333,0,0,2.969247084,0,17.97454931,0,0,1.64369035,4.87804878,3.234358431,0,0,6.52173913,4.347826087,0.265111347,4.347826087,15.16436903,6.52173913,1.378579003,0,0,0,1
