Vector,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,y
167,0.782312925,0,0,0.578231293,2.040816327,0,0,0.612244898,2.278911565,0.578231293,0.714285714,0.068027211,3.163265306,0.986394558,1.360544218,2.68707483,0.646258503,1.462585034,0,0,0.850340136,1.326530612,0,4.829931973,0,0,0,1
168,5.760368664,0.17281106,0,4.838709677,2.534562212,0,0,0.69124424,0,10.31105991,0,0,3.341013825,0.17281106,2.304147465,0,1.785714286,1.958525346,3.052995392,3.052995392,0.51843318,1.440092166,0,0.576036866,0,0,0,1
169,2.405773857,0,0,2.846832398,0.601443464,0,0,2.325581395,1.724137931,2.245388933,0,0,3.207698476,0,6.134723336,0.601443464,0,1.202886929,0,0,3.608660786,0,0,5.412991179,0,0,0,1
17,0.161030596,2.898550725,0,0.161030596,9.447128288,0,0,5.206655931,0,0.322061192,1.449275362,0,3.05958132,1.449275362,10.25228127,0.214707461,1.449275362,3.113258186,1.234567901,4.99194847,0.805152979,4.186795491,0,0.483091787,0,0,0,1
170,9.855769231,0,0,11.53846154,3.125,0,0,0,0,18.26923077,0,0,1.682692308,0,5.288461538,0,0,0,0,1.201923077,0.480769231,0,0,8.173076923,0,0,0,1
171,0.769230769,0,1.25,0,8.076923077,0,0,13.07692308,3.75,7.211538462,1.25,0,6.826923077,5,1.25,0,1.25,2.596153846,0,6.25,3.076923077,1.25,0,3.461538462,0,0,0,1
172,2.014652015,0.549450549,0,2.289377289,0.183150183,0,0,0.549450549,2.747252747,2.014652015,0.091575092,0.732600733,2.838827839,2.472527473,3.205128205,1.098901099,1.007326007,3.571428571,0.915750916,1.373626374,0.732600733,3.846153846,0,0.549450549,0,0,0,1
173,2.157619805,0.840336134,0,1.150730562,8.055113937,0,0,1.559542736,0.060564766,1.801801802,2.460443637,0.840336134,5.753652812,0.060564766,1.975925505,0.900900901,0.900900901,0.121129533,1.620107502,1.620107502,5.647664471,3.058520706,0,2.286319933,0,0.900900901,0,1
174,0,0,0,1.25,3.560606061,0,0,3.143939394,6.590909091,4.204545455,0,0,12.42424242,0,5.454545455,1.515151515,0,4.545454545,0,0,7.196969697,2.272727273,0,2.310606061,0,3.03030303,0,1
175,0.316648398,0.840336134,0,0.809889173,1.966873706,0,0,3.276093046,2.521008403,3.76933382,0.608939228,1.826817684,0.779442212,0.870783096,0.901230057,0,1.796370722,0.231396907,2.143466082,0.870783096,0.69419072,1.418828401,0,1.394470832,0,0,0,1
176,2.133912599,0,0,2.772808587,4.318936877,0,0,0.319447994,1.098901099,19.65244058,0,0,3.232813698,0.127779198,0.779453105,2.133912599,1.098901099,2.325581395,0,0,9.749552773,4.318936877,0,6.197291081,0,0,0,1
177,5.429292929,3.03030303,0,1.515151515,2.02020202,0,0,0.883838384,0,0.378787879,0,0,1.388888889,1.388888889,4.545454545,0,1.388888889,0.757575758,0,0,15.15151515,0.505050505,0,7.575757576,0,0,0,1
178,2.846811686,1.538196637,0,5.228720657,0.591172588,0,0,4.683464386,0.751879699,4.626068989,0.717442461,2.244160018,0.218102508,2.324513574,1.48080124,0.74040062,1.549675716,1.492280319,0.72892154,0.011479079,2.938644321,0.126269873,0,4.683464386,0,0,0,1
179,3.514588859,0,0,0,3.846153846,0,0,2.298850575,0,22.56852343,0,3.448275862,17.35190097,4.597701149,2.320954907,1.923076923,0,1.547303271,0,0,2.320954907,2.630415561,0,2.718832891,0,0,0,1
18,0.157077782,1.31516943,0,0.838224164,5.062188522,0,0,1.555070042,1.475103172,0.596895572,0.278456068,0.358422939,4.733753159,1.038141341,0.43553385,0.278456068,0.915335075,0.159933742,0.996729926,0.518356681,2.347598852,0.511216782,0,2.346170872,0,0,0,1
180,0.155823919,3.087261395,0,0.735294118,1.324503311,0,0,2.205882353,3.968640436,1.772497078,0,0.735294118,1.11511492,3.238215816,3.09700039,1.392676276,0.44312427,0.735294118,0,0,0.886248539,3.676470588,0,3.842033502,0,0.662251656,0,1
181,4.127481714,0,0,1.097178683,0,0,0,0,3.448275862,2.351097179,0,0,0.104493208,1.515151515,23.87669801,3.03030303,3.03030303,6.739811912,0,0,6.060606061,0,0,3.970741902,0,0,0,1
182,2.39312877,0,0.81300813,2.406241804,6.438499869,0,0,4.805927092,1.62601626,2.471806976,4.87804878,10.56910569,3.16024128,0.753999475,3.999475479,2.43902439,1.62601626,1.612903226,1.632572777,0,2.498033045,4.733805403,0,1.750590087,0,0,0,1
183,5.238095238,0,0,0.476190476,6.666666667,0,0,1.111111111,0.476190476,1.587301587,0,1.111111111,2.53968254,1.428571429,1.587301587,0.476190476,0,1.587301587,0,1.587301587,0.158730159,4.126984127,0,1.587301587,0,0,0,1
184,2.183298384,0,0,2.479338843,0.530405822,0,0,5.760453929,0.826446281,2.744541754,0.826446281,0.746268657,4.872332552,1.252004441,0.931293944,0.160355249,0.585913408,0.320710497,5.809794005,0,3.441470334,4.693474775,0,1.147156778,0,0,0,1
185,0.267283103,3.929784006,0,2.615040092,1.972115871,0,0,1.444773532,1.567579282,0.650148089,0.130029618,0.390088854,9.210431265,2.759517446,6.277540995,0.917431193,0.390088854,0.390088854,0.787401575,0.130029618,1.040236943,2.102145489,0,0.115581883,0,0,0,1
186,1.555369638,0.578034682,0,3.228627928,3.072710678,0,0,3.148767873,0.836629145,1.137055065,1.475509583,0,0.00380286,5.400060846,7.795862489,0.338454518,1.555369638,0,0.578034682,1.753118345,0.121691512,1.414663827,0,0.559020383,0,0,0,1
187,6.758241758,0.952380952,0,0.952380952,0.064102564,0,0,7.71978022,0.961538462,7.536630037,0,1.886446886,4.001831502,0.934065934,0.998168498,0.906593407,0,0.009157509,0,0.961538462,0.851648352,6.758241758,0,14.21245421,0,0,0,1
188,0.524613726,2.694933525,0,0.826446281,8.257276321,0,0,1.954725117,3.090190442,6.482213439,0,0,5.138339921,3.176428315,0.567732663,0,0,2.651814589,2.349982034,3.521379806,0.567732663,4.081925979,0.826446281,0.388070428,0,0,0,1
189,6.454133458,0.031254884,0,1.234567901,6.485388342,0,0,2.375371152,0,15.86185341,0,2.437880919,0.312548836,0,3.641193937,0,1.234567901,1.297077668,2.562900453,0.125019534,8.923269261,4.141272074,0,3.547429286,0,0,0,1
19,4.687409968,0.463843273,0,1.930279458,0.584845866,0,0,1.659464131,1.100547393,2.126188418,0.19590896,2.002304811,0.216076059,0.339959666,0.074906367,3.370786517,0.463843273,0.878709306,0.04897724,1.172572746,0.950734659,1.855373091,0,4.082397004,0,0,0,1
190,5.443154976,0.821608298,0,0.379993838,4.888569375,0,0,1.3761939,1.098901099,2.742117695,0.60593612,1.704837219,6.880969498,0.60593612,0.112971141,0.16432166,2.197802198,1.427544418,3.461024956,1.869158879,3.47129506,2.690767177,0,2.197802198,0,0,0,1
191,2.192399681,0.075294535,0.075294535,0.580210825,3.525555851,0,0,3.321817699,0,3.042785012,0.704225352,0.075294535,3.800159447,4.526530251,3.547701302,0.553636283,0.150589069,0.704225352,0.704225352,1.988661529,3.020639561,10.68739481,0.704225352,1.080698025,0,0,0,1
192,2.443609023,0,0,4.010025063,5.952380952,0,0,3.634085213,0,1.441102757,0.877192982,0,0.501253133,0,5.827067669,3.884711779,1.503759398,1.503759398,4.072681704,2.130325815,1.817042607,6.954887218,0,8.082706767,0,0,0,1
193,1.390433815,0,0,0,1.724137931,0,0,0,0,7.174638487,0,0,11.90211346,0,1.167964405,1.724137931,0,0,0,0,10.84538376,3.170189099,0,2.057842047,0,0,0,1
194,1.019554533,0,0,1.312349681,1.427376346,0,0,2.190735125,0.135940604,2.525358151,0,0.920213322,1.33326362,0.920213322,8.041409599,0.763358779,1.840426644,0.920213322,0.078427272,0.078427272,0.977726655,4.616752065,0,5.678134477,0,0,0,1
195,0.077303649,0.757575758,1.360544218,0.757575758,2.288188002,0,0,3.169449598,0,1.576994434,0,1.747062461,8.750773036,1.530612245,0.309214595,1.747062461,0.680272109,2.659245516,3.03030303,2.721088435,1.747062461,0.448361163,0,1.159554731,0,0,0,1
196,10.18853552,0,0,8.474576271,3.961150257,0,0,7.350980766,0,60.57893735,0,1.694915254,3.961150257,0.571319749,0.59036374,1.694915254,1.694915254,3.389830508,0,5.084745763,10.75985527,0,0,1.161683489,0,0,0,1
197,1.051282051,0,0,5.615384615,0.833333333,0,0,2.141025641,0,4.897435897,0,0,1.243589744,2.884615385,2.166666667,1.923076923,4.371794872,1.397435897,0.961538462,0,2.166666667,0.371794872,0,0.307692308,0,0,0,1
198,2.765097658,0,0.602409639,5.099902716,1.863354037,0,0,3.236548679,4.067200479,0.546284517,0,1.713687046,1.784778867,0.093541869,0.115991918,0.583701265,0.018708374,2.39093018,0,0,0.793235052,0.639826386,0,4.688318491,0,0,0,1
199,4.724724725,0,0,0.960960961,3.463463463,0,0,0.640640641,0,7.607607608,2.062062062,0,0.620620621,2.802802803,9.029029029,0.800800801,1.001001001,3.063063063,2.642642643,3.703703704,0.640640641,2.062062062,0,5.305305305,0,0,0,1
2,2.121212121,1.666666667,0,5,5.757575758,0,0,1.818181818,0,1.363636364,0,3.333333333,7.121212121,1.666666667,2.424242424,1.666666667,0,4.848484848,0,0,0.909090909,3.787878788,0,2.575757576,0,0,0,1
20,3.408029879,3.174603175,0,0.116713352,6.535947712,0,0,0.816993464,0,8.356676004,0,0,3.944911298,0,6.582633053,0,0,0.116713352,1.353874883,0.116713352,2.707749767,9.920634921,0,1.353874883,0,0,0,1
