1_133,5,1.159893,1.5909877,1.0214332,0,0.693761,1.2856625,1.2037584,0.4498503,0.35173047,0.5174537,0.58772546,0.67171746,0.68066144,1.587505,0.4284886,0.16548517,0.055206656,0.78104556,1.0178503,0.4227593,0.625521,0.48357987,0.6173136,0.545437,0.9284938,0.7878282,0.3130739,1.1554105,0,1.0293965,0.22302818,0.63763154
1_250,5,0.8595851,1.4634291,1.2071356,0,0.7291478,1.484715,1.3541774,0.26483342,0.37223047,0.2873085,0.3902399,0.4214061,0.57838917,1.675263,0.657413,0.34885064,0,0.9115026,0.906769,0.39263958,0.5430169,0.7096946,0.89864254,0.54623795,0.7624066,1.0377586,0.51932037,0.9797231,0,1.0588975,0.4093088,1.0050172
1_293,5,0.4074389,1.020175,1.3209809,0,0.88041246,0.7468008,1.8731128,0.20767358,0.6794442,0.5037503,0.670131,0.923644,0.39715093,1.4924583,0.76203585,0.8541529,0,0.48442364,0.8659898,0.5541395,0.32465854,0.42673457,0.8963901,0.6511047,0.5143573,1.1038843,0.86196226,1.0756739,0,0.94806325,1.1674318,0.25494346
1_339,5,1.0186187,1.420315,1.2181681,0,0.47808152,1.341792,1.1900803,0.32659677,0.26112944,0.39192945,0.6699367,0.7898079,0.7625148,1.629309,0.604005,0.4970449,0,0.90568113,1.0056493,0.5661852,0.71968985,0.8332232,0.86424816,0.40422872,0.77948004,0.9261644,0.2566599,1.3023567,0,1.1999412,0.5677086,0.75681305
1_346,5,1.031911,1.34064,1.1572825,0,0.6120651,1.2823441,1.1038182,0.2604631,0.6708497,0.21912229,0.5109403,0.7815684,0.41228694,1.4268804,0.5338522,0.21317258,0,0.9714335,0.97890717,0.3307055,0.5292311,0.75229204,0.9857805,0.63330245,0.90022993,0.83343816,0.26830775,1.3943112,0,1.0506346,0.58278906,0.79839706
1_380,5,0.6732817,1.4252541,1.2811147,0,0.65036327,0.60354257,1.8338238,0.30785903,0.20284714,0.3843124,0.61200905,0.7225115,0.7139219,1.6112546,0.9617007,0.8442023,0,0.3536653,0.6805454,0.3698135,0.31067675,0.48177207,0.9136795,0.28569058,0.5384021,0.9792557,0.9433799,1.1344942,0,1.1231256,0.57486355,0.72503126
1_413,5,1.1760333,1.319382,1.0720354,0,0.6097352,1.5134847,0.90484977,0.37730727,0.5031631,0.38836122,0.37290528,0.6581401,0.57538766,1.4858912,0.67582977,0.14591727,0.04410197,1.0819079,1.0464588,0.44602948,0.5327201,0.8743528,0.79980075,0.8027108,0.9115376,0.9557295,0.113317326,1.0917441,0,0.9205537,0.63390434,0.7439133
1_449,5,0.9920875,1.4905019,1.20598,0,0.6776096,1.4525529,1.3092288,0.3235654,0.52410245,0.07486808,0.4122469,0.62765396,0.5292218,1.5255327,0.5835383,0.22178194,0,0.801438,0.8991028,0.23819532,0.3683311,0.73571026,1.0585996,0.50021255,0.97052234,0.7615683,0.30031502,0.9934362,0,1.0226243,0.41805828,0.8741691
1_491,5,0.9581064,1.3930937,1.198007,0,0.60431767,1.3288348,1.1843613,0.3267,0.4429344,0.09632158,0.487217,0.8295656,0.56878424,1.5938689,0.5454403,0.36776415,0,0.992805,0.87021387,0.4171493,0.8120562,0.65522766,0.94533014,0.34212175,0.6961385,1.069616,0.27229187,1.153407,0,1.3779837,0.5479851,0.79738426
1_516,5,0.8160563,1.4900739,1.1035006,0,0.56128526,1.1207736,1.4115006,0.40300807,0.5719841,0.21438813,0.5230347,0.9552291,0.6055597,1.5452374,0.6134963,0.5622375,0,0.81769717,0.78004205,0.4241125,0.46461743,0.5573102,0.9854729,0.4789534,0.6607609,1.0155619,0.28360772,1.2296122,0,1.2812549,0.65013564,0.7343612
1_576,5,0.85308075,1.5277169,1.248082,0,0.5860685,1.0204589,1.7086648,0.23269996,0.11140077,0.6365355,0.63218784,0.11149878,0.8771281,1.1361982,0.5598248,0.503883,0,0.47633016,0.79947865,0.51294124,0.4308282,0.46337587,0.81375384,0.1034587,0.74493206,0.9469868,0.89091337,1.2923206,0,0.8921113,0.19801712,1.0720071
